image_path,category,subcategory,full_label
Data\Organic\egg_shells\eggshell9.png,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\eggshellpinfbready.png,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\eggshells-.png,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\Engraved-ostrich-eggshell-fragment-Upper-Palaeolithic-Patne-India.png,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\Engravings-on-ostrich-eggshell-fragment-Patne-western-India-early-Upper-Palaeolithic.png,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\idiom-walk-on-eggshells.png,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\kvjhnutlxx2zrto2or8j.png,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\Reusing2520Eggshells25201.png,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\ruCCMI2J-eggshells.png,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\The-color-and-pigment-patterns-of-eggshells-vary-greatly-across-avian-lineages-We.png,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\Things-to-do-with-eggshells-so-they-dont-go-to-waste-on-chemistry-cachet.png,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\Walking-on-eggshells-blog-graphics_Facebook.png,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\AdobeStock_479886517-scaled-e1674774370139.jpeg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\egg-shell-1668237416-6621619.jpeg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\egg-shells-1622966061-5849297.jpeg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\HowtoGrindEggshellsforPlants_f6ebf5dc8c7ff2ee2d9fb6778a9bf612_2000.jpeg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\ways-to-use-eggshells.jpeg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\-as-calcium-supplement-popular-asia-india-powder-ground-egg-shells-119970282.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\-of-the-indian-and-pacific-oceans-an-endangered-species-they-travel-t-M9AFPW.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\-shells-with-warm-water-used-as-a-calcium-supplement-and-popular-in-asia-and.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\001_486_IMG_broken-brown-eggshell-marble-surface.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\1-s2.0-S0950061822018086-ga1.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\1000_F_211028023_4K207bEPU7N2cJyvk92D4Ik0TKD93rzy.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\1000_F_523577764_HniZM09ls0H3vw7i0DXikSEzdasvzmoy.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\1_872_600.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\2020_04_lead_eggshells-on-table_shutterstock_201335783.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\51kXtLk8BSL.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\5908_egg_shells2.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\5f421e3164a4ed8a454c7b20c1e3ebe5--eggshell-mosaic-tutorial-diy - Copy.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\698107-hatched-open-poultry-chicks-egg-shells-shell-706502.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\81E5gnm5CnL._AC_UF10001000_QL80_.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\8d25mv_ncpmpairindiafoodeggshells_625x300_08_October_19.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\animist-donyi-polo-shrine-made-from-bamboo-feathers-and-eggshells-E4A21E.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\BeachBag_IndiaInk_Egg-DSC_1902-1200_800x.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\BeachBag_IndiaInk_egg-DSC_2400-1200_800x.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\bowl-containing-eggshells.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\broken-egg-shells.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\broken-eggs-1711144_1920.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\broken-eggs-eggshells-carton-mc-2x1-220718.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\broken-eggshells-carolsandra-cc.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\broken-eggshells.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\brown-crushed-egg-shell.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\cc8b3c.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\Chicken-eggshell-membrane-upcycled-for-bakery-Eggbrane-alleviates-joint-stiffness-and-pain.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\chicken-of-eggshells.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\composting-eggshells.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\crushed-eggshells-for-chickens.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\depositphotos_40630785-stock-photo-pile-of-broken-eggshells.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\depositphotos_42000011-stock-photo-broken-chicken-eggshells.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\Egg-rmh.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\egg-shell-1.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\egg-shell-header.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\egg-shells.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\egg-shells2.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\eggshell-fertilizer.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\eggshell20powder-800x800.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\Eggshells-and-Other-Food-Waste-on-Compost-Pile.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\eggshells-bucket-cropped.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\eggshells-in-bowl-1296x728.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\eggshells-in-garden.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\eggshells-in-the-garden.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\Eggshells-Lying-on-the-Ground.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\Eggshells-scaled.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\eggshells-slugs-2x.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\Eggshells.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\eggshells1.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\eggshells2.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\EggshellsGardening-3.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\eggshells_759.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\eggshells_uses_759.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\eggshells_uses_incopy.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\Eggshell_001.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\Eggshell_THUMBNAIL.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\elisa-sheehan-kintsugi-eggshells-1.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\Emu_Egg_shell_painting_world_record-1.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\ew-group-of-broken-eggshells-stacked-on-white-background-flat-lay-2071149671.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\ew-group-of-broken-eggshells-stacked-on-white-background-flat-lay-2078296249.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\FB-eggshells-for-the-garden.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\FB_IMG_1604548763726.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\featured-eggshells-in-the-garden.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\feed-chickens-eggshells-calcium-feature-2-1140x912.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\GettyImages-1136556806.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\gettyimages-115783266.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\GettyImages-1288209464-e1680536099894.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\grinding-eggshells-2x.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\how-to-use-egg-shells-in-your-beauty-and-skincare-routine-500x300-piccontent.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\how-to-use-eggshells-in-garden.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\il_300x300.4958894282_bt9k.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\il_fullxfull.991265431_jqg5.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\Image_eggshells.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\IMG_eggshellwaste-848x551.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\india-s-fssai-grants-approval-for-nem-2.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\iStock_000003656044XSmall_egg-shells.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\l-intro-1680523821.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\making-faces-on-eggshell.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\maxresdefault.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\maxresdefault2.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\MG_0288-2000x1333-2.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\MV5BM2M1NzZjNTQtNzliYi00NTA5LWI4NDktY2Q5NDFkMTAxYzk2XkEyXkFqcGdeQXVyMjQwMjk0NjI._V1_.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\Ostrich-kaiH--621x414LiveMint.JPG.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\pexels-antony-trivet-12626269-scaled.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\powder-ground-egg-shells-warm-water-used-as-calcium-supplement-popular-asia-india-119971114.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\Powder-preparation-steps-of-calcined-eggshells-a-Eggshell-b-Sun-drying-c.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\rbzywo5dfoy.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\rinsing-eggshells-with-water-before-drying-and-crushing.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\robin-eggshells-e1531519300984.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\seedling-growth-in-eggshells.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\shutterstock_64124065.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\Singapore20Eggshell20Coaster20Making20Workshop20by20Eco20Rangers20Pte20Ltd.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\sprinkling-eggshells-in-garden.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\stock-photo-eggshell-shell-of-eggs-on-wooden-kitchen-table-1626806662.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\succulents1.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\titanosaur-eggs-india-1-1024x705.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\top-view-trash-cooking-concept_1_700x.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\upcycled-eggshells_Personal-Creations.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\Used-coffee-grounds-and-eggshells_Juver_shutterstock.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\Uses-Eggshells-Tips-A138778491.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\walking_on_egg_shells_800_wht.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\Waste-Management-Ambikapur-hopes-to-generate-Rs-10000-a-month-from-the-eggshell-initiative1.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\ways-to-reuse-eggshells-1614120054.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\white-egg-shell-granules.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\White-Eggshells-On-a-Wooden-Surface.jpg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\10-Cool-Things-to-Do-With-Eggshells.png,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\catalysts-12-00246-ag.png,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\eggshell9.png,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\eggshellpinfbready.png,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\eggshells-.png,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\Engraved-ostrich-eggshell-fragment-Upper-Palaeolithic-Patne-India.png,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\Engravings-on-ostrich-eggshell-fragment-Patne-western-India-early-Upper-Palaeolithic.png,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\idiom-walk-on-eggshells.png,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\kvjhnutlxx2zrto2or8j.png,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\Reusing2520Eggshells25201.png,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\ruCCMI2J-eggshells.png,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\The-color-and-pigment-patterns-of-eggshells-vary-greatly-across-avian-lineages-We.png,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\Things-to-do-with-eggshells-so-they-dont-go-to-waste-on-chemistry-cachet.png,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\Walking-on-eggshells-blog-graphics_Facebook.png,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\AdobeStock_479886517-scaled-e1674774370139.jpeg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\egg-shell-1668237416-6621619.jpeg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\egg-shells-1622966061-5849297.jpeg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\HowtoGrindEggshellsforPlants_f6ebf5dc8c7ff2ee2d9fb6778a9bf612_2000.jpeg,Organic,egg_shells,Organic_egg_shells
Data\Organic\egg_shells\ways-to-use-eggshells.jpeg,Organic,egg_shells,Organic_egg_shells
Data\Organic\food_scraps\-bread-organic-waste-isolated-shite-background-flat-illustration_74855-14373.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\0.07700600_1571147766_14.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\0.32790600_1489483849_food-loss.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\001_41_IMG_WEB_191204228_Loop-848x565.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\00vid-skorea-waste-21719-cover-superJumbo.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\1024px-Household_food_trash_NY.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\14220kg-foodscrapstrial-45.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\1503810939_3XUEDx_Food_Wastage.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\1600x960_804605-food-waste.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\190726-compost-al-1416.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\20120223174847-1_0.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\3141b180-d58c-11ed-86ff-b93329756f4a.cf.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\4-Easy-Methods-to-Repurpose-Food-Scraps-Through-Kitchen-Composting.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\585639-indiafood-poverty.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\6106-05977845a_2400x1600.jpg.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\81333635.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\828950-52136-ryfqandgvd-1487872329.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\9122rFZCfiL._AC_UF10001000_QL80_.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\97085579.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\A1MBvKpOlxL._AC_UF10001000_QL80_.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\ac_food_scraps_fairy_shot_3_1686.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\Are_landfills_in_India_overloaded_from_Food_wastes.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\arina20cooking20with20scraps.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\bc914a33536d6cc8f833b89843d63a9c.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\Bobby-Berk_Veggie-Scraps_Sustainable_3.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\collecting-food-scraps-4-compost-640s.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\composition-compost-made-rotten-food_23-2149073812.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\compost-them-1644793139.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\Composting-1.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\Composting-Food-Waste.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\composting-methods.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\content13101.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\Cooking-With-Food-Scraps.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\cover-1-24.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\Crafts-from-Food-Scraps.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\csm_Header_Food_Waste_1_7eb721ff62.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\depositphotos_320625516-stock-photo-domestic-food-waste-compost-fruits.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\depositphotos_68423525-stock-photo-a-pile-of-food-waste.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\domestic-food-waste-compost-fruits-vegetables-white-background-compostable-scraps-164425010.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\DSC_0543.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\egetables-and-fruits-in-a-huge-container-in-a-rubbish-bin-heap-of-2203815095.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\fight-food-waste-1533137513976-1533137515977.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\file-20230601-15-v2l0pv.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\file7g1gomxjw28p61iggbn-993894-1622829644.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\food-ngo_bbdf8874-4643-11e6-8e05-c384b245cd95.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\Food-scraps-and-waste.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\Food-Scraps-for-Your-Garden.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\food-scraps-recipes.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\food-scraps-shutterstock-c.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\food-wastage-ap.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\Food-Wastage.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\food-waste-14654962.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\food-waste-adobe.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\food-waste-at-home-independence-day-special.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\food-waste-in-america1.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\food-waste-problem.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\food-waste.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\food-wate.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\Food20scraps20into20green20cart.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\food20scraps20MR1540.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\FoodScraps_667731404_Feature.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\FoodWaste.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\foodwaste3.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\Food_Scraps_and_Yard_Debris_Collection_in_Portland_2010_by_Tim_Jewett.JPG.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\food_scraps_pile.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\Food_Tank_Reduce_Food_Waste.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\fpiikgio_food-waste-istock-650_650x400_05_March_21.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\getty-inedible-food-scraps-Jenny-Dettrick.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\girl20edible20vegetables20food20DH-1562441019.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\healthy-food-eating-groceries-1296x728-header-1.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\home-composter-with-food-scraps-and-vegetable-waste-BN3YRY.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\household-food-waste-for-compositing-BE06K7.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\HOW-CAN-WE-HELP-1.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\how-to-stop-food-waste-1620830827.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\Hunger.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\img_156025_foodwasteindex.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\img_156027_foodwasteindex2.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\IMG_1992.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\IMG_8177-2B-25282-2529.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\iStock-1216122354.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\iStock-1225253924_resized.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\iStock-1281092545-1.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\iStock-1310811753.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\iStock-172481514.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\kisspng-drawing-tree-apple-clip-art-food-scraps-5b1a04b3888213.1340075715284317955592.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\kitchen-waste.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\l-intro-1644823869.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\l-intro-1669916430.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\maxresdefault.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\maxresdefault2.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\maxresdefault3.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\MIT-Food-Scraps.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\msYOpyieqtTMURt-800x450-noPad.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\Organic-waste-to-wealth.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\rbage-thrown-open-ground-food-waste-polythene-bags-dump-yard-scrap-228828546.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\reusing-kitchen-scraps-FB.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\rotten-7362269_1170x658.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\Samad-lede.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\shutterstock_1194695191-scaled.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\shutterstock_649541308-1-16410171154x3.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\stock-photo-compost-pile-hill-of-kitchen-scraps-isolated-on-white-background-170960243.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\stock-photo-organic-waste-food-and-home-waste-used-to-make-compost-619780853.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\stock-photo-vegetable-food-scraps-1895608405.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\Sustainability-clearcuts-foodscraps-lrg.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\sustainability-waste-reducing-food-loss-article-header-fw.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\t-and-egg-waste-collected-in-a-bin-for-home-composting-and-gardening-2BTFMN4.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\tamil-nadu-india-february-15-2018-food-waste-2B14J71.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\TasteofTelangana_BlogPhotos_30052021_1200.jpg,Organic,food_scraps,Organic_food_scraps
Data\Organic\food_scraps\top-view-trash-cooking-concept_23-2149056484.jpg,Organic,food_scraps,Organic_food_scraps
